ref,term_kor,term_eng,def_kor
http://m.kmle.co.kr//ebook_terminology_view.php?Num=530&Md=3dd08ab30aaac0fee6696f23d1a562ed&TitleLetter=%B8%B6%BB%E7%C1%F6%3A+massage,마사지,massage,    . 손으로 몸을 두드리거나 주물러서 피의 순환을 도와주는 일. . 피부를 문질러서 곱고 건강하게 하는 일. 또는 그런 미용법.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=531&Md=4da9dabd1831d806d2f71d4e40d29580&TitleLetter=%B8%B6%BE%E0%3A+narcotics,마약,narcotics,    강한 중독증상과 금단증상 내성작용을 가지고 있다. 흔히 마약이라 부르는 대부분의 약이 여기에 해당된다. 즉     등이 속한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=532&Md=bd9fe4bbd203bb8144f4b32d1837be61&TitleLetter=%B8%B6%C0%CC%C5%A9%B7%CE%B9%CC%C5%CD%2C+%B9%CC%BC%BC%C3%F8%C1%A4%B1%E2%3A+micrometer,"마이크로미터, 미세측정기",micrometer,    현미경을 통해서 볼수 있는 대상물을 측정하는 기구. 정확한 피치를 가진 나사를 이용하여 길이를 잰다. 자형 프레임의 한쪽 끝에는 고정된 앤빌()이 있고 다른쪽 끝의 슬리브() 안쪽은 암나사로 되었으며 정밀도가 높은 피치의 작은 수나사인 스핀들이 그 속에 들어있다. 스핀들의 바깥쪽에는 심블()이 있으며 이것을 회전시키면 스핀들이 축방향으로 이동하게 되어 있다. 슬리브에는 축방향으로 눈금이 매겨졌고 심블에는 원주 방향으로 원주를 등분한 눈금이 매겨져 있어 눈금으로 .를 읽을 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=533&Md=9ad7c0bb5167ca601bd1108ec9aff1df&TitleLetter=%B8%B6%C3%EB%2C+%B9%AB%B0%A8%B0%A2%3A+anesthesia,"마취, 무감각",anesthesia,    고통을 느끼지 못하거나 고통을 느끼지 못하게 하는 처지를 이르는 말.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=534&Md=ab2e1f14aca94e53d65955f80681b613&TitleLetter=%B8%B6%C3%EB%C1%A6%3A+anesthetic,마취제,anesthetic,    마취에 사용되는 약제
http://m.kmle.co.kr//ebook_terminology_view.php?Num=535&Md=c94e63c94ca612761c5232a21b2853c2&TitleLetter=%B8%B7%C3%A2%C0%DA%2C+%B8%CD%C0%E5%3A+cecum,"막창자, 맹장",cecum,    큰창자의 시작 부위로 구와 같은 넓은 공간을 가지고 있다. 그리고 막창자꼬리가 이것에 부착되어 있다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=536&Md=b5b1b30702b4c1e43d918c1e0488039e&TitleLetter=%B8%B7%C3%A2%C0%DA%B2%BF%B8%AE%2C+%C3%E6%BC%F6%3A+vermiform+appendix,"막창자꼬리, 충수",vermiform appendix,    돌창자와 큰창자가 이어지는 곳인 막창자의 한 쪽에 존재하는 자그마한 돌기를 말한다. 사람에서 특별한 기능이 없는 해부학적 구조이다.     .   .      .   . 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=537&Md=dfa349983eb48d3bf8017bf0bcaf68a8&TitleLetter=%B8%B7%C3%A2%C0%DA%B2%BF%B8%AE%BF%B0%2C+%B2%BF%B8%AE%BF%B0%2C+%C3%E6%BC%F6%BF%B0%3A+appendicitis,"막창자꼬리염, 꼬리염, 충수염",appendicitis,    막창자의 아래쪽에 있는 꼬리에 생기는 염증. 오른쪽 아랫배에 심한 통증이 있고 발열 메스꺼움 구토 따위의 증상이 나타난다. 터져서 복막염 따위의 합병증을 일으키므로 빨리 수술을 해야 한다. 일반인들이 맹장염이라고 하는 것으로 엄밀하게는 꼬리염과 구별하여야 한다. 이유는 염증이 맹장(막창자)에 있는 것이 아니라 꼬리에 있기 때문이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=538&Md=76336860761b15cb9212599dc2a1791a&TitleLetter=%B8%B8%B1%E2%C0%D3%BD%C5%2C+%B8%B8%BB%E8%3A+full+term,"만기임신, 만삭",full term,    아이 낳을 달이 다 참. 또는 달이 차서 배가 몹시 부름. 즉 주(달)의 재태기간이 된 임신.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=539&Md=9b6ab09a0aece9b51b07fb3c6c23b070&TitleLetter=%B8%B8%BC%BA%B8%B2%C7%C1%BC%BA+%B9%E9%C7%F7%BA%B4%3A+chronic+lymphocytic+leukemia,만성림프성 백혈병,chronic lymphocytic leukemia,    백혈병()란 비정상적인 백혈구 세포의 증식에 의해 일어나는 병적인 상태를 말하는데 흔히 말초혈액에 미분화세포가 나타나며 정상적인 적혈구세포와 백혈구세포 혈소판의 급격한 감소를 가져와 정상적인 세포에 의해 행해지는 여러 기능의 감소를 주증상으로 하여 병원에 찾아오게 된다. 따라서 적혈구세포의 감소로 인한 빈혈 백혈구세포의 감소로 인한 많은 감염증세(흔히 걸리지 않는 세균에 의한 감염 지나치게 잦은 감기 폐렴 등) 혈소판세포의 감소로 인한 출혈증상이 나타난다. 또한 피를 생산하는 골수 조직에서는 이런 비정상적인 세포의 증식만을 볼 수 있으며 정상적인 세포의 증식은 보기 힘들다.    만성림프성 백혈병은 서양에서는 비교적 백혈병 중에서 흔한 형이지만 동양권에서는 아주 드문 백혈병의 형태이다. 대개 세 이상의 고령층에서 많이 생기고 세 이하에서는 거의 찾아볼 수가 없다. 혈액검사상에서 림프구의 많은 증가를 볼 수가 있고 대신에 다른 혈액세포들은 감소를 나타낸다. 백혈병 중 예후가 좋은 편이며 대개 치료는 항암제를 이용한 화학요법을 많이 사용하며 평균 생존기간은 년이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=540&Md=18cf9f119dbacdccb82b840e7d0a3367&TitleLetter=%B8%B8%BC%BA%C6%F3%BC%E2%C6%F3%BA%B4%3A+chronic+obstructive+pulmonary+disease,만성폐쇄폐병,chronic obstructive pulmonary disease,    만성적으로 기도의 폐쇄를 가져오는 병을 이르는 말. 대개 만성기관지염 기관지 천식 폐기종의 가지 병을 말한다.    만성기관지염이란 기관지의 만성염증을 말한다. 기관지의 염증으로 인해서 기관지의 점막에 부종이 생기고 이로 인해서 기관지의 내경이 좁아져서 기도의 폐쇄를 가져온다. 대개 흡연과 밀접한 연관을 가지며 호흡곤란 기침 그리고 가래(대개 색이 푸르고 점도가 높은 가래)가 증상으로 나타난다.    폐기종은 기관지의 벽을 지지하는 조직의 파괴에 의해서 기관지가 제 모양을 갖추지 못하고 무너지게 되어 기도의 폐쇄가 일어나는 병이다. 즉 기관지가 관 모양으로 팽팽하게 펴지는 것을 지지하는 조직의 파괴에 의해서 관모양으로 펴지지 못해 결국은 폐포내에 공기가 차고 폐포벽이 파열되고 기관지가 좁아지게 되는 병을 말한다.    기관지천식이란 여러 가지 자극에 대해서 기관지가 과민한 반응을 보여서 생기는 기관지의 가역적인 폐쇄를 의미한다. 즉 정상인에게서는 기관지의 폐쇄를 보이지 않는 자극에 대해서 기관지의 폐쇄가 생기고 그 자극이 없을 경우에는 기관지의 폐쇄가 없어지는 병을 말한다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=541&Md=0b4bfadd26409c1ae12cf7820c0531f6&TitleLetter=%B8%B8%BC%BA%C8%B0%B5%BF%B0%A3%BF%B0%3A+chronic+active+hepatitis,만성활동간염,chronic active hepatitis,    형 간염이나 비형비형 간염의 속발증으로 나타나는 간의 만성염증이다. 같은 형태의 병이 선천성 또는 후천감마글로불린결핍증이나 어떤 종류의 약물 투여에 수반해서 나타날 수도 있다. 특징적으로 문맥부에 형질세포와 큰포식세포의 침윤 조각괴사(간소엽 주변부 간세포의 파괴) 및 섬유증 등의 조직소견을 나타낸다. 병의 경과는 매우 다양하며 장기간의 무증상기를 보일 수도 있고 그 사이 사이에 황달 전신쇠약 식욕부진 및 발열 등의 증상이 나타나는 수가 있으며 또 무월경증 관절염 피부발진 혈관염 갑상샘염 콩팥사구체염 궤양성대장염 쉐그렌증후군 등 간 이외의 증상이 나타나는 수도 있고 간경화증과 간기능상실로 진행되는 수도 있다. 자가면역메커니즘이 관여되는 것으로 추측되고 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=542&Md=8a3710a6122bf613fdf8ab8fd1cdb16f&TitleLetter=%B8%BB%B4%DC%B0%C5%B4%EB%C1%F5%3A+acromegaly,말단거대증,acromegaly,    성인에게 있어서 과도한 성장호르몬의 분비가 있을 때 생기는 병. 대개 뇌하수체 샘종()에서 비롯된다. 손이나 발의 끝이 두터워지며 얼굴에 특징적인 변화(턱이 커지며 얼굴이 마당쇠형으로 변한다)가 오며 과도한 땀남 성욕감퇴 생리불순 관절염 허리통증 등의 증상도 올 수 있다. 그리고 특징적인 시야의 변화도 볼 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=543&Md=61683d9111a7c7d1e84613bc8762b9c4&TitleLetter=%B8%BB%B4%F5%B5%EB%3A+stuttering,말더듬,stuttering,    다음과 같은 세 가지 결정요인이 작용하는 언어 행동의 문제.  말이 유창하지 못한 것으로 단어의 일부 또는 전부의 반복 음의 연장 음이나 단어의 뜻하지 않은 발음 끊긴 상태의 과도연장 등.  듣는 사람에게 이상하고 받아들여지기 어렵다고 평가되는 반응.  자신이 말더듬이라는 생각에 대한 자신의 반응. 말더듬()은 일반적으로 과 구별되는데 은 말하는 도중에 막히고 불수의적으로 중단되며 때로는 음을 반복하는 것을 특징으로 한다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=545&Md=2012158ed345403a0c72a3205116a993&TitleLetter=%B8%BB%B6%F3%B8%AE%BE%C6%2C+%C7%D0%C1%FA%3A+malaria,"말라리아, 학질",malaria,    말라리아 원충을 가진 학질모기에게 물려서 감염되는 법정 전염병. 갑자기 고열이 나며 설사와 구토발작을 일으키고 지라가 부으면서 빈혈 증상을 보인다. 급성 발작에서 회복된 후에 병이 만성화되는 경향이 있으며 때때로 재발된다. 일열원충( ) 난형원충(. ) 일열원충(. ) 열대열원충(. )의 네 가지 원충이 말라리아를 일으킨다. 어느 종류의 말라리아에서나 적혈구를 파괴하여 빈혈을 일으키고 헴()을 소화하여 형성된 말라리아 색소가 배출된다. 이들은 큰포식세포와 망상내피계에 의해 혈액으로부터 제거되는데 이로 인해 지라비대와 간비대 및 비대된 장기와 뼈속질에 색소 침착을 관찰할 수 있다. 말라리아에 대한 면역이 없는 환자는 폐부종이나 파종성혈관내응고증이 동반된 쇼크로 사망할 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=544&Md=0f829d705bdb8cc23ec54147a5eb8349&TitleLetter=%B8%BB%B6%F3%B8%AE%BE%C6%BE%E0%2C+%C7%D7%B8%BB%B6%F3%B8%AE%BE%C6%C1%A6%3A+antimalarial+drug,"말라리아약, 항말라리아제",antimalarial drug,    말라리아 치료에 쓰는 약. 키니네 클로로퀸 프리마퀸 따위가 있다. 말라리아 원충의 발육주기에 대응해서 약물이 있으나 대부분은 병용요법에 따라서 말라리아 치료를 한다. 모기에 의한 포자체감염에 대한 항포자체 약은 독성 등의 문제가 있어서 아직 없다. 적혈구내에서의 환상체 번식체에만 작용하는 것(항번식체 약은 클로로퀸 피리메타민 클로로구아나이드 키니네)은 적혈구 외의 발육은 억제하지 않으므로 감염을 완전히 저지되지 않는다. 적혈구내외의 원충에 작용해 완전히 감염을 억제하는 것(파마킨 펜타킨 프리마킨) 혈중의 생식체를 죽이는 것(대부분의 항말라리아제)은 모기에 의한 타인으로의 전염원은 끊기는데 환자자신의 증상은 변화하지 않는다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=546&Md=d371f7222a96558635edbb8f80425863&TitleLetter=%B8%BB%C0%CC%C1%FD%3A+myelin+sheath,말이집,myelin sheath,    신경세포를 이루는 구성조직의 하나이다. 수초는 각 신경을 둘러싸고 있으며 전기적 전달에 대해 절연체를 형성함으로써 빠른 신경전달이 이루어지도록 해준다. 또한 각 말이집 사이사이에는 패임 이 형성되어 란비에결절( ) 이 존재하는데 이 결절사이를 신경전달에 있어서 점프식으로 진행되므로 빠른 전달이 가능해진다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=547&Md=c6df89e4d6921b8f7858591e2feacedf&TitleLetter=%B8%BB%C3%CA%BD%C5%B0%E6%3A+peripheral+nerve,말초신경,peripheral nerve,    중추신경계를 제외한 나머지 모든신경을 말함. 중추신경계는 뇌와 척수를 말하며 그외 나머지 신경들로써 실제적으로 각 기관이나 사지 말단에 신경이 분포하며 자극을 전달하는 일을 하는 신경을 모두 통틀어 말초신경이라 한다. 뇌에서 바로 나와 분포하는 뇌신경과 척수에서 기시하는 척수신경도 모두 말초신경에 해당한다. 또한 말초신경에는 각종 자율신경을 담당하는 교감신경 부교감신경도 포함된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=548&Md=fc753daac20ecfd35a667a90c266c06f&TitleLetter=%B8%C0%3A+taste,맛,taste,    화학적 감각의 하나. 미각의 수용기는 맛봉오리인데 구강인두후두에서도 미각을 느낀다. 맛봉오리는 꽃봉오리 모양으로 높이 약 너비 약이다. 혀 점막의 유두 속에 다수가 존재하며 물렁입천장이나 후두의 상피 속에서도 흔히 볼 수 있다. 맛봉오리 속에는 각각 개의 미세포가 있고 맛봉오리의 상단에는 맛구멍이 있어 표면에 개구하고 있다. 미각세포는 미공을 통하여 털 모양의 돌기가 혀 표면에 나와 있으며 이 돌기가 맛자극 물질에 처음으로 반응한다. 성인의 혀에는 약만 개의 맛봉오리가 존재하며 맛봉오리 하단으로부터는 몇 개의 신경섬유가 들어가 있어서 미각세포에 도달하고 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=549&Md=c768b2432a57f73cb734285a8f9ff308&TitleLetter=%B8%C0%BA%C0%BF%C0%B8%AE%3A+taste+bud,맛봉오리,taste bud,    혀를 비롯한 구강 점막의 일부에 분포하는 미각 수용기. 맛신경의 종말기가 되는 작은 구조이다. 꽃봉오리 모양이며 높이 약 너비 약이다. 입 특히 혀점막의 유두 속에 많이 분포한다. 물렁입천장이나 후두개의 상피 속에서도 흔히 볼 수 있다. 맛봉오리의 대부분을 차지하며 외주부에 있는 것이 지지세포이며 난원형의 핵을 가진다. 내부에 있는 지지세포는 꼿꼿하므로 기둥세포라고도 한다. 미세포는 맛봉오리 내부에 있고 간상이며 굵은 중간 부분에 핵이 들어 있다. 맛봉오리는 장축을 가지고 점막 상피 안에 들어 있으며 그 유리 표면에 작은 구멍이 있다. 맛봉오리신경은 혀의 뒤쪽 과 엽상유두에는 혀인두신경으로부터 혀의 앞 에는 고삭신경에서 온 신경으로 맛봉오리 안에서 끝나는 맛봉오리 내 섬유와 맛봉오리 밖의 상피 내에서 끝나는 맛봉오리 간 섬유로 나뉜다. 맛봉오리가 미각에 관계하는 것은 사실이지만 모든 미각이 맛봉오리에 의존하는 것은 아니다. 타닌 등의 떫은 맛은 혀와 구강점막 전체가 자극되어 일어나는 감각이며 맛봉오리와는 관계가 없다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=550&Md=d387ea1c912640e7ac551070f3ce9002&TitleLetter=%B8%C1%B8%B7%3A+retina,망막,retina,    빛의 수용기로서 두께 .의 그물모양구조를 이루며 눈알의 신경부에 해당한다. 외측에 색소상피층 시각세포(원뿔세포 막대세포)의 층 쌍극세포층 신경절세포층 가장 안쪽에는 신경섬유층이 있다. 눈에 들어온 빛은 신경섬유층 신경절세포층 쌍극세포층을 통과해 시각세포에 도달하며 이곳에서 감광색소와 광화학적변화를 일으킨다. 이 변화를 쌍극세포로 전달하고 다시 중추로 전달하여 빛으로 감각된다. 망막의 부위에 따라 시각세포 분포가 달라 황반이라고 불리는 부위에서는 원뿔세포만이 존재하며 그 주위는 막대체세포가 많다. 시각신경이 들어오는 부위인 유두부에는 시각세포가 결여되어 빛을 느끼지 않는다. 이것이 맹점이다. 망막 후부의 중앙에는 가장 예민한 황반이 있고 황반의 중앙에는 막대시각세포가 없는 중심오목이 있다. 중심오목과 안쪽 약 .에는 시각신경 및 망막중심동맥이 들어가는 점이 있다. 이곳에서 망막은 불완전하며 맹점을 형성한다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=552&Md=4e90008664c03ea61b90279c334cfc24&TitleLetter=%B8%C1%B8%B7+%B9%DA%B8%AE%3A+retinal+detachment,망막 박리,retinal detachment,    카메라에 있어서 필름에 해당하는 눈의 망막은 크게 두 개의 층으로 나눌 수가 있다. 안쪽에 있는 실제의 빛을 감지하는 감각층과 바깥쪽의 외부의 빛을 차단하는 색소상피층이 그것인데 그 사이에는 잠재적인 공간이 있어서 떨어지기가 쉽다. 이 사이가 떨어지면 망막의 감각층이 망막의 색소상피층과 분리되는데 이것을 망막박리라고 한다. 이 망막의 박리에는 여러 가지 원인이 있지만 감각층의 망막에 작은 구멍인 열공()에 의해서 그곳으로 눈속을 채우고 있는 액체가 흘러 들어가서 생기는 망막의 박리를 열공성 망막박리(  )라 하고 안구의 병터에 의해서 안구내에 섬유조직이 생기고 그것이 망막의 감각층을 잡아 끌어서 망막이 박리되는 견인성 망막박리(  ) 및 망막의 개의 층에 삼출액이 괴어서 생기는 삼출성 망막박리(  ) 등 열공에 의해서 생기는 망막박리가 아닌 것을 비열공성 망막박리(  )라고 말한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=551&Md=3be7f5351054c9a0a6886e9f8767a15d&TitleLetter=%B8%C1%B8%B7%B8%F0%BC%BC%C6%F7%C1%BE%3A+retinoblastoma,망막모세포종,retinoblastoma,    망막모세포에서 유래되는 종양세포로 구성되는 악성종양으로 세 이하 어린이의 한쪽 혹은 양쪽 눈에서 나타난다. 보통 처음에 선명한 백색 혹은 황색의 동공 반사에 의해 진단된다. 치료는 원칙적으로 안구적출후 필요에 따라 방사선요법 또는 항암화학요법을 하는 것이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=553&Md=b848bf7c9806f90151045b20da5be646&TitleLetter=%B8%C1%BB%F3%3A+delusion,망상,delusion,    병적인 상태에서 생기는 그릇된 생각. 망상은 사고내용의 장애로 다음과 같은 가지 특성을 가지고 있는 잘못된 생각이라고 할 수 있다.    . 확신성 강한 확신을 갖는다. . 정정불능성무비판성 믿을 수 있는 사람이 경험에 비춰볼 때 그런 일은 있을 수 없다고 설득하고 또 그런 사실이 없다는 증거를 보여줘도 자신의 잘못된 판단을 고치려 하지 않는다. . 불합리성 망상의 내용이 불합리하거나 불가능하다. 예를 들면 자기가 신이라고 믿거나 방에 있는 텔레비젼속에 적이 숨어 있어 자신을 감시하고 있다고 생각하는 등 실제로는 있을 수 없는 것들에 몰입한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=555&Md=850b66a28f25f623ff13854d1ce4cc78&TitleLetter=%B8%C5%B0%B3%C3%BC%2C+%BA%A4%C5%CD%3A+vector,"매개체, 벡터",vector,    . 매개체 때로 어떤 숙주로부터 다음 숙주로 병원체를 옮기는 동물. 특히 전염성 질환을 매개하는 것을 말한다. 생물매개체( )는 절족동물을 말하며 기계적매개체( )는 전염성 병원체를 하나의 숙주로부터 다른 숙주로 운반하나 기생체의 생활주기에는 필수적이지 않은 매개 절족동물을 말하며 광견병을 매개하는 개나 말라리아를 매개하는 모기 등이 있다. . 벡터 크기와 방향을 가지는 양. 일반적으로 직선화살표로 표시하는데 직선의 길이가 크기를 화살표 끝이 방향을 나타낸다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=558&Md=18e41f552f97654cc60bdcbb00ec1d15&TitleLetter=%B8%C5%B5%B6%C1%F8%3A+syphilid,매독진,syphilid,    제기 매독의 피부병터에 대한 일반용어로서 보통감염후 주에서 년 사이에 나타나서 수일 내지 수개월간 지속된다. 점점 더 심하고 현저해지고 지속성으로 되며 전신에 광범하게 퍼지지는 않고 잇따라서 발생된다. 매독혈청검사는 언제나 양성이다. 이 시기의 점막병터에는  이 전형적으로 많으며 임상적으로 가장 전염성이 강한 병터이다. 매독진은 그 모양(고리매독진  .) 부위(발바닥매독진  .) 등에 따라서 여러 가지로 불린다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=561&Md=288b246362ca609607d78033cfd19da2&TitleLetter=%B8%C6%B8%B3%C1%BE%2C+%B4%D9%B7%A1%B3%A2%3A+hordeolum%2C+stye,"맥립종, 다래끼","hordeolum, stye",    눈거풀에는 여러 가지 분비물을 샘조직이 있다. 이런 샘조직의 급성 염증이다. 이 맥립종은 그 생긴 위치에 따라서 외맥립종과 내맥립종으로 나눈다. 외맥립종이란 말그대로 안검의 바깥쪽에 가깝게 생긴 것으로 주로 바깥쪽으로 병변이 위치한다. 눈꺼풀검의 샘 샘이 포도알균에 의해서 감염을 받는 경우에 생긴다. 초기에는 적색을 띠며 가렵다가 곧 부어서 덩어리를 형성하고 동통이 생긴다. 이후에 경과를 하면 통증이 감소하면서 고름이 찬 주머니가 되고 피부로 고름이 나오게 된다. 치료는 감염부위의 자극을 피하고 항균제의 점안 또는 전신투여를 한다. 염증이 사라지지 않는 경우에는 온열압법( )을 병행하여 고름집이 형성되면 절개하여 고름이 밖으로 나오게 한다. 내맥립종은 말그대로 안검의 속부위에 생긴 맥립종으로 마이봄샘 급성염증으로 외맥립종보다 깊이 있다. 외맥립종과 같은 방법으로 치료한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=565&Md=cf9dfe3817ef58a31df3935ee729775a&TitleLetter=%B8%D3%B8%AE%C7%F7%C1%BE%2C+%B5%CE%B0%B3%C7%F7%C1%BE%3A+cephalhematoma,"머리혈종, 두개혈종",cephalhematoma,    두부에 생긴 혈종. 뇌혈종이라고도 한다. 머리뼈막 밑에 있으며 혈액으로 채원진 종괴로써 흔히 난산으로 분만된 신생아에서 볼 수 있다. 두개는 안쪽으로부터 뼈막널힘줄머리덮개로 덮여 있는데 두부에 강한 힘이 가해지면 이들 조직에 또는 조직과 조직 사이에 혈액이 유출되어 혈종이 형성된다. 외상으로 인하여 머리덮개 안의 혈관이 손상되어 생기는 것으로서 며칠 지나면 자연흡수되거나 소실된다. 특수한 것으로는 신생아 머리혈종이 있는데 신생아가 좁은 산도를 통과할 때에 강한 압박을 받아 머리변형을 일으키고 뼈아래에 출혈을 일으키는 것이다. 대부분 나이가 많은 초산부가 분만한 아기에게 많고 여아보다 남아에 많다. 이것은 흡수되기 힘들고 혈종이 경화되는 경우도 있으므로 전문의의 진료가 필요하다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=568&Md=7c2733d3da5df8b00ef72529a8eadba0&TitleLetter=%B8%DB%2C+%C1%C2%BB%F3%2C+%C5%B8%B9%DA%BB%F3%3A+bruise%2C+contusion,"멍, 좌상, 타박상","bruise, contusion",    맞거나 부딪쳐 생긴 상처. 피부 밑의 혈관이 터져 피부 밑조직에 출혈한 상태로 피부자체의 파열은 없다. 여러 가지 둔한 외력이 넓은 면에 가해졌을 때 생기는 상처로 충돌이나 추락 등에 의해 생긴다. 피부 밑의 피하조직피하근막근육 등의 조직에 널리 상처를 일으킨다. 환부에는 종창동통피하출혈 등을 볼 수 있고 격통에 대해서는 필요하면 진통제를 쓰고 습포를 한다. 통증이 없어지면 온습포를 하고 부서진 조직의 흡수를 촉진시킨다. 사지 이외의 타박상에는 내장의 손상을 수반하며 나중에 심각한 증상을 나타내는 경우도 있으므로 신중한 검사를 필요로 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=571&Md=cfb952c2036224e2fb64d766196b609f&TitleLetter=%B8%DE%C4%BF%B4%CF%C1%F2%3A+mechanism,메커니즘,mechanism,    . 어떤 현상이 일어나기까지의 과정. . 기계론. 생명현상이 무기물계를 지배하고 있는 것과 같은 물리적 화학적 법칙에 기초를 둔다는 학설.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=575&Md=38a4b99d90f8c27214e4d8d8b0a94478&TitleLetter=%B8%DE%C7%C1%B7%CE%B9%D9%B8%DE%C0%CC%C6%AE%3A+meprobamate%28%3DMiltown%2C+Equanil%29,메프로바메이트,"meprobamate(=Miltown, Equanil)",    진정제의 일종. 진정작용과 함께 대개 호흡억제작용이 나타나 과량복용시 생명유지에 지장을 줄 수 있다. 또한 중독시 혼미 방향성상실 반사억제 등도 유발한다. 대부분의 수면제가 여기에 해당한다. 금단증상도 나타난다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=577&Md=337c9432e520c2551b66aebc59dfea71&TitleLetter=%B8%E1%B6%F3%C5%E4%B4%D1%3A+melatonin,멜라토닌,melatonin,    뇌의 솔망울샘에서 분비되는 것으로 보이며 하등동물(개구리나 고기등)에서는 피부착색에 관여하지만 포유동물에서는 뇌에 영향을 미치거나 생식샘(고환과 난소)의 발달을 촉진시키는 것으로 추정된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=581&Md=582acf14c68460ccee786aecf5c85f25&TitleLetter=%B8%E9%BF%AA%B9%DD%C0%C0%3A+immunological+reaction,면역반응,immunological reaction,    생체의 몸 안에서 생긴 물질이나 몸 밖에서 들어온 물질이 생체와 다를 때 자기 체내의 통일성과 개체의 생존 유지 및 종의 존속을 위하여 그 물질들을 제거하는 일련의 생체 반응. 다시 말해 세포에 의한 항체생산 세포를 중심으로 하는 세포성 면역 면역관용 면역기억 등의 생체 내 반응을 말한다. 큰포식세포는 항원을 처리해서 특이적인 항원결정기를 갖는 분자로 바꿔 항원과 주요조직 적합유전자복합체를 세포표면에 표현하며 세포로 전달한다. 한편 세포는 큰포식세포 내에서 처리된 항원의 결정기를 인식하여 대응하는 특이적항체를 생산하여 항원을 처리한다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=584&Md=ec47d33e5c1b37450ce1834ca4563873&TitleLetter=%B8%E9%BF%AA%C3%BC%B0%E8%3A+immune+system,면역체계,immune system,    세포성분 및 분자성분의 복합체계로서 이의 일차기능은 자기()를 비자기( )로부터 구별하고 외부생물 또는 물질에 대해 방어하는 것이다. 일차적인 세포성분은 림프구와 큰포식세포이며 일차적인 분자성분은 항체와 림포카인이다.    
http://m.kmle.co.kr//ebook_terminology_view.php?Num=588&Md=5b61ef552384a27c980479aed2f91e89&TitleLetter=%B8%F0%B8%A3%C7%C9%3A+morphine,모르핀,morphine,    아편계통의 마약. 이른바 양귀비에서 추출하여 만든다.    이렇게 바로 아편에서 추출하는 약을 라고 하지만 그렇지 않고 아편을 화학적으로 변화시켜 작용시간이나 작용정도를 바꾼 약은 라고 한다. 대개 마약류계통의 약은 의존증상()과 중독증상() 그리고 그 약을 끊을 때 생기는 금단증상( ) 등을 유발하는데 실제로는 모든 약이 이런 증상을 나타내지는 않는다. 또한 약의 종류도 다양하며 그 작용도 각기 다르다. 그 종류를 보면 다음과 같다.    아편계통 이른바 양귀비에서 추출되는 약들로 흔히 마약하면 이 약을 지칭한다. 종류로   ()  등이 있으며 중독증상(지나친 약의 복용으로 생기는 증상)으로는 동공수축 다행감() 또한 호흡운동억제 등도 나타나 생명에 지장을 줄 수도 있다. 금단증상(약을 끊을 때 생기는 증상)으로는 복통 눈물 콧물 동공확대 근육통 관절통 등 가장 격렬한 증상이 나타나 대개 견디기 어려운 상태가 된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=592&Md=f4ea106c2f8fe64e51eb4a63076a3b8a&TitleLetter=%B8%F0%BC%BC%28%C7%F7%29%B0%FC%3A+capillary,모세(혈)관,capillary,    한 층의 세포로 이루어진 얇은 혈관. 이것을 통해서 신체의 각조직으로 영양분과 산소의 이동 노폐물의 이동 등이 이루어진다. 한층의 세포는 혈관내피세포이다.
